Symbol,0
NWSA,trending downward over the year: -4.83 points. This is a good time to sell.
HAS,trending downward over the year: -41.99 points. This is a good time to sell.
AIZ,trending downward over the year: -74.58 points. This is a good time to sell.
GNRC,trending downward over the year: -199.84 points. This is a good time to sell.
OGN,trending downward over the year: -15.0 points. This is a good time to sell.
DXC,trending downward over the year: -11.0 points. This is a good time to sell.
CMA,trending downward over the year: -49.64 points. This is a good time to sell.
NCLH,trending downward over the year: -9.92 points. This is a good time to sell.
ALK,trending downward over the year: -18.81 points. This is a good time to sell.
MHK,trending downward over the year: -65.32 points. This is a good time to sell.
RL,trending downward over the year: -15.3 points. This is a good time to sell.
DVA,trending downward over the year: -41.16 points. This is a good time to sell.
NWL,trending downward over the year: -12.41 points. This is a good time to sell.
ZION,trending downward over the year: -36.88 points. This is a good time to sell.
FOX,trending downward over the year: -6.14 points. This is a good time to sell.
LNC,trending downward over the year: -49.06 points. This is a good time to sell.
FRC,trending downward over the year: -156.9 points. This is a good time to sell.
DISH,trending downward over the year: -24.55 points. This is a good time to sell.
NWS,trending downward over the year: -4.93 points. This is a good time to sell.
