Symbol,0
HAS,trending downward over the year: -41.69 points. This is a good time to sell.
GNRC,trending downward over the year: -206.27 points. This is a good time to sell.
AIZ,trending downward over the year: -75.65 points. This is a good time to sell.
OGN,trending downward over the year: -15.49 points. This is a good time to sell.
DXC,trending downward over the year: -11.13 points. This is a good time to sell.
NCLH,trending downward over the year: -9.87 points. This is a good time to sell.
CMA,trending downward over the year: -51.33 points. This is a good time to sell.
ALK,trending downward over the year: -19.75 points. This is a good time to sell.
MHK,trending downward over the year: -63.92 points. This is a good time to sell.
RL,trending downward over the year: -13.54 points. This is a good time to sell.
NWL,trending downward over the year: -12.55 points. This is a good time to sell.
DVA,trending downward over the year: -42.38 points. This is a good time to sell.
FOX,trending downward over the year: -5.93 points. This is a good time to sell.
ZION,trending downward over the year: -38.89 points. This is a good time to sell.
LNC,trending downward over the year: -48.48 points. This is a good time to sell.
FRC,trending downward over the year: -157.24 points. This is a good time to sell.
NWS,trending downward over the year: -5.02 points. This is a good time to sell.
DISH,trending downward over the year: -25.14 points. This is a good time to sell.
